代码,晨星专属号,名称,类型,三年评级,五年评级,今年回报率
3412, 0P00018PL9, 鹏华弘康灵活配置混合C, 灵活配置型基金,0,0,0.3
4738, 0P0001C602, 上投摩根安隆回报混合A, 保守混合型基金,0,0,0.33
3828, 0P00019BUQ, 鹏华兴惠定期开放灵活配置混合, 灵活配置型基金（封闭式）,0,0,4.07
1311, 0P000160TG, 华安新回报灵活配置混合, 灵活配置型基金,0,0,2.27
1407, 0P0001669P, 景顺长城稳健回报灵活配置混合C, 灵活配置型基金,0,0,2.18
1609, 0P00016BBD, 平安鑫享混合A, 灵活配置型基金,0,0,2.95
215, 0P0000ZAPZ, 广发趋势灵活配置混合A, 灵活配置型基金,0,0,1.78
2280, 0P0001CMTN, 华富安享债券, 积极债券型,0,0,-2.59
470089, 0P00017HYL, 汇添富6月红添利定期开放债券C, 积极债券型（封闭式）,0,0,4.55
1446, 0P0001660S, 招商丰泽灵活配置混合C, 灵活配置型基金,0,0,2.47
5128, 0P0001CG57, 华夏永康添福混合, 保守混合型基金,0,0,2.83
5247, 0P0001CBPF, 国都量化精选混合, 灵活配置型基金,0,0,13.31
2017, 0P000170NI, 招商瑞丰灵活配置混合C, 灵活配置型基金,0,0,2.33
4739, 0P0001C603, 上投摩根安隆回报混合C, 保守混合型基金,0,0,0.3
2051, 0P000170YY, 诺安创新驱动灵活配置混合C, 灵活配置型基金,0,0,11.56
4149, 0P00019GVB, 博时鑫惠灵活配置混合A, 灵活配置型基金,0,0,2.64
673081, 0P000198EM, 西部利得祥运灵活配置混合A, 灵活配置型基金,0,0,4.64
4751, 0P0001BT4B, 广发鑫和灵活配置混合C, 灵活配置型基金,0,0,2.45
163827, 0P00013VQQ, 中银产业债债券A, 积极债券型,0,0,0.92
4150, 0P00019GVC, 博时鑫惠灵活配置混合C, 灵活配置型基金,0,0,2.62
239, 0P000156SA, 华安年年盈定期开放债券A, 普通债券型基金（封闭式）,0,0,0.68
1610, 0P00016BBE, 平安鑫享混合C, 灵活配置型基金,0,0,2.91
1190, 0P00015P0A, 鹏华弘润灵活配置混合 - A, 灵活配置型基金,0,0,0.73
2182, 0P000173CH, 东兴蓝海财富灵活配置混合, 灵活配置型基金,0,0,10.24
1136, 0P00015JL8, 易方达裕如灵活配置混合, 灵活配置型基金,0,0,1.47
2178, 0P000173JB, 嘉实新起点灵活配置混合C, 灵活配置型基金,0,0,6.07
4763, 0P0001BVQX, 中科沃土沃嘉灵活配置混合A, 灵活配置型基金,0,0,2.05
3797, 0P000197VY, 华安新瑞利灵活配置混合A, 灵活配置型基金,0,0,2.18
180, 0P0000Z2MT, 广发美国房地产指数QDII - 美元, 行业股票,0,0,2.44
1633, 0P000195VG, 万家瑞祥灵活配置混合A, 灵活配置型基金,0,0,2.25
750005, 0P0000XDGY, 安信平稳增长混合A, 灵活配置型基金,0,0,6.42
5549, 0P0001CI7O, 富国成长优选三年定期开放灵活配置混合, 沪港深灵活配置型（封闭式）,0,0,1.22
3798, 0P000197VZ, 华安新瑞利灵活配置混合C, 灵活配置型基金,0,0,2.16
1067, 0P00015CL5, 鹏华弘盛灵活配置混合A, 灵活配置型基金,0,0,2.19
3344, 0P00018N1M, 鹏华弘惠灵活配置混合C, 灵活配置型基金,0,0,2.75
2533, 0P00017OY4, 中加心享灵活配置混合C, 灵活配置型基金,0,0,1.85
2035, 0P000170Z0, 安信平稳增长混合C, 灵活配置型基金,0,0,6.41
2027, 0P000170YF, 中加心享灵活配置混合A, 灵活配置型基金,0,0,1.87
161720, 0P00014GUF, 招商中证全指证券公司指数（LOF）, 行业股票 - 金融地产,0,0,-6.77
1415, 0P000165UA, 信诚新锐回报灵活配置混合A, 灵活配置型基金,0,0,3.03
160516, 0P00015VS0, 博时中证全指证券公司指数, 行业股票 - 金融地产,0,0,-6.07
400023, 0P000131TY, 东方多策略灵活配置混合A, 灵活配置型基金,0,0,13.91
1380, 0P0001634C, 鹏华弘盛灵活配置混合C, 灵活配置型基金,0,0,2.18
1453, 0P000165ZN, 鹏华弘鑫灵活配置混合A, 灵活配置型基金,0,0,4.16
165521, 0P000102LS, 信诚中证800金融指数（LOF）, 行业股票 - 金融地产,0,0,2.52
3044, 0P00018J5P, 东方红战略精选沪港深混合A, 沪港深保守混合型,0,0,1.92
436, 0P00013X8V, 易方达裕惠回报定期开放式混合, 保守混合型基金（封闭式）,0,0,1.53
4048, 0P00019UC7, 华夏新锦汇灵活配置混合A, 灵活配置型基金,0,0,1.06
1454, 0P000165ZO, 鹏华弘鑫灵活配置混合C, 灵活配置型基金,0,0,4.15
160418, 0P000162YX, 华安中证银行指数（LOF）A, 行业股票 - 金融地产,0,0,12
1506, 0P000168E4, 景顺长城泰和回报灵活配置混合A, 灵活配置型基金,0,0,2.66
4576, 0P0001BE1C, 新华恒益量化灵活配置混合, 灵活配置型基金,0,0,10.47
2161, 0P0001A90E, 银华万物互联灵活配置混合, 灵活配置型基金,0,0,2.09
1634, 0P000195VH, 万家瑞祥灵活配置混合C, 灵活配置型基金,0,0,2.23
519062, 0P00014GR9, 海富通阿尔法对冲混合A, 市场中性策略,0,0,5.96
3343, 0P00018N1L, 鹏华弘惠灵活配置混合A, 灵活配置型基金,0,0,2.76
502, 0P0001C9LR, 华富恒富18个月定期开放债券A, 普通债券型基金（封闭式）,0,0,1.83
1488, 0P000166WT, 万家瑞丰灵活配置混合A, 灵活配置型基金,0,0,4.72
2046, 0P0001723N, 信诚新锐回报灵活配置混合B, 灵活配置型基金,0,0,3.06
590, 0P00012I48, 华安新活力灵活配置混合, 灵活配置型基金,0,0,1.25
3842, 0P00019FNJ, 中邮景泰灵活配置混合A, 灵活配置型基金,0,0,1.87
2068, 0P0001706L, 东方多策略灵活配置混合C, 灵活配置型基金,0,0,13.88
1191, 0P00015P0B, 鹏华弘润灵活配置混合 - C, 灵活配置型基金,0,0,0.69
240, 0P000156SB, 华安年年盈定期开放债券C, 普通债券型基金（封闭式）,0,0,0.68
519212, 0P00019S89, 万家宏观择时多策略灵活配置混合, 灵活配置型基金,0,0,-2.66
3704, 0P00019GE3, 光大保德信事件驱动灵活配置混合, 灵活配置型基金,0,0,2.81
2518, 0P00018HX1, 民生加银鑫福灵活配置混合A, 灵活配置型基金,0,0,2.76
1802, 0P00017EEO, 易方达瑞财灵活配置混合I, 灵活配置型基金,0,0,1.12
4818, 0P0001BSKV, 国寿安保目标策略灵活配置混合A, 灵活配置型基金,0,0,2.23
4731, 0P0001C45B, 万家瑞尧灵活配置混合A, 灵活配置型基金,0,0,4.32
664, 0P0001362K, 国联安通盈灵活配置混合A, 灵活配置型基金,0,0,3.62
3806, 0P000198EI, 华安新恒利灵活配置混合C, 灵活配置型基金,0,0,1.64
4764, 0P0001BVQY, 中科沃土沃嘉灵活配置混合C, 灵活配置型基金,0,0,2.08
501, 0P0001C9LS, 华富恒富18个月定期开放债券C, 普通债券型基金（封闭式）,0,0,1.8
1364, 0P00019IE3, 大成景润灵活配置混合, 灵活配置型基金,0,0,2.22
3045, 0P00018J5Q, 东方红战略精选沪港深混合C, 沪港深保守混合型,0,0,1.88
3154, 0P00018KHB, 华宝兴业新活力灵活配置混合, 灵活配置型基金,0,0,2.34
3813, 0P00019A6E, 泰康金泰回报3个月定期开放混合, 保守混合型基金（封闭式）,0,0,2.8
1806, 0P0001AEXI, 易方达瑞智灵活配置混合I, 灵活配置型基金,0,0,2.69
2395, 0P00017JU2, 鹏华丰尚定期开放债券A, 普通债券型基金（封闭式）,0,0,1.19
5294, 0P0001BVR5, 诺德新宜灵活配置混合, 灵活配置型基金,0,0,5.27
3805, 0P000198EF, 华安新恒利灵活配置混合A, 灵活配置型基金,0,0,1.64
2120, 0P00018YGK, 广发安悦回报灵活配置混合A, 灵活配置型基金,0,0,1.7
5185, 0P0001CG08, 国泰招惠收益定期开放债券, 积极债券型（封闭式）,0,0,2.78
160521, 0P0001883A, 博时弘盈定期开放混合C, 保守混合型基金（封闭式）,0,0,1.18
2688, 0P00018PLF, 红塔红土长益定期开放债券A, 积极债券型（封闭式）,0,0,-1.37
1489, 0P000166WU, 万家瑞丰灵活配置混合C, 灵活配置型基金,0,0,4.68
1289, 0P00015ZIS, 银华汇利灵活配置混合A, 灵活配置型基金,0,0,1.04
4819, 0P0001BSKW, 国寿安保目标策略灵活配置混合C, 灵活配置型基金,0,0,2.22
1803, 0P00017EEP, 易方达瑞财灵活配置混合E, 灵活配置型基金,0,0,1.13
4732, 0P0001C45D, 万家瑞尧灵活配置混合C, 灵活配置型基金,0,0,4.3
5078, 0P0001CIND, 富国宝利增强债券, 积极债券型,0,0,2.44
3843, 0P00019FNK, 中邮景泰灵活配置混合C, 灵活配置型基金,0,0,1.81
398, 0P00013TM0, 华富灵活配置混合, 灵活配置型基金,0,0,1.26
49, 0P0000Y3WQ, 中银标普全球精选自然资源等权重指数(QDII), 行业股票,0,0,4.86
160128, 0P0000VU0D, 南方金利定期开放债券 - A, 纯债基金（封闭式）,0,0,0.49
1761, 0P000176PY, 广发安宏回报灵活配置混合A, 灵活配置型基金,0,0,5.25
4166, 0P0001ACCM, 东方价值挖掘灵活配置混合A, 灵活配置型基金,0,0,3.86
501017, 0P0001CAC8, 国泰融丰外延增长灵活配置混合（LOF）, 灵活配置型基金,0,0,2.65
1316, 0P0001617J, 安信稳健增值灵活配置混合A, 灵活配置型基金,0,0,0.32
844, 0P00014JM3, 南方绝对收益策略定期开放混合发起, 市场中性策略（封闭式）,0,0,4.05
1507, 0P00017154, 景顺长城泰和回报灵活配置混合C, 灵活配置型基金,0,0,2.62
2224, 0P0001755Y, 中邮绝对收益策略定期开放混合, 市场中性策略（封闭式）,0,0,1.99
4694, 0P0001ALMJ, 天弘策略精选灵活配置混合A, 灵活配置型基金,0,0,1.96
2396, 0P00017JU3, 鹏华丰尚定期开放债券B, 普通债券型基金（封闭式）,0,0,1.12
4157, 0P00019T3X, 信诚至诚灵活配置混合A, 灵活配置型基金,0,0,2.91
1164, 0P00015MLH, 中欧琪和灵活配置混合 - A, 灵活配置型基金,0,0,1.5
1807, 0P0001AEXJ, 易方达瑞智灵活配置混合E, 灵活配置型基金,0,0,2.65
1303, 0P0001610E, 银华稳利灵活配置混合A, 灵活配置型基金,0,0,3.27
2322, 0P00017P99, 银华汇利灵活配置混合C, 灵活配置型基金,0,0,0.98
227, 0P0000ZQGY, 华安年年红定期开放债券A, 普通债券型基金（封闭式）,0,0,0.19
2600, 0P00017QLL, 易方达裕景添利6个月定期开放债券, 普通债券型基金（封闭式）,0,0,-0.5
4748, 0P0001ALMK, 天弘策略精选灵活配置混合C, 灵活配置型基金,0,0,1.92
2689, 0P00018PLG, 红塔红土长益定期开放债券C, 积极债券型（封闭式）,0,0,-1.41
3502, 0P000195VE, 金鹰鑫瑞灵活配置混合A, 灵活配置型基金,0,0,4.88
4457, 0P0001A4V5, 光大保德信多策略智选18个月定期开放混合, 保守混合型基金（封闭式）,0,0,1.32
4260, 0P00019MPX, 德邦稳盈增长灵活配置混合, 灵活配置型基金,0,0,3.92
100072, 0P0000XRXI, 富国强回报定期开放债券A, 纯债基金（封闭式）,0,0,0.24
50203, 0P0000XWBR, 博时亚洲票息收益债券QDII - 美元现钞, 环球债券,0,0,0.37
2485, 0P00017KBE, 国联安通盈灵活配置混合C, 灵活配置型基金,0,0,3.62
2838, 0P00018GI0, 华夏新锦程灵活配置混合A, 灵活配置型基金,0,0,0.78
50030, 0P0000XUWJ, 博时亚洲票息收益债券QDII - 人民币, 环球债券,0,0,0.68
160625, 0P00012K68, 鹏华中证800证券保险指数（LOF）, 行业股票 - 金融地产,0,0,-6.54
2666, 0P0001818K, 前海开源沪港深创新成长灵活配置混合A, 沪港深积极配置型,0,0,0.65
1762, 0P000176PZ, 广发安宏回报灵活配置混合C, 灵活配置型基金,0,0,5.21
2135, 0P00018XNV, 广发鑫源灵活配置混合A, 灵活配置型基金,0,0,5.07
1273, 0P000183C9, 民生加银新动力灵活配置混合A, 灵活配置型基金,0,0,5.18
3799, 0P0001997Q, 华安新泰利灵活配置混合A, 灵活配置型基金,0,0,2.89
246, 0P0000Z255, 博时月月薪定期支付债券, 纯债基金（封闭式）,0,0,0.2
501100, 0P00019IDP, 博时安康18个月定期开放债券(LOF), 纯债基金（封闭式）,0,0,0.26
50202, 0P0000XUWK, 博时亚洲票息收益债券QDII - 美元现汇, 环球债券,0,0,0.37
968014, 0P0001CESN, 东方汇理亚太新动力股息基金(M 人民币(对冲)-累算), 其他行业股票,0,0,13.2
968015, 0P0001CESO, 东方汇理亚太新动力股息基金(M 人民币(对冲)-分派), 其他行业股票,0,0,13.21
5479, 0P0001CD5U, 安信永泰定期开放债券, 积极债券型（封闭式）,0,0,0.96
5280, 0P0001BVR6, 安信稳健阿尔法定期开放混合A, 市场中性策略（封闭式）,0,0,2.5
4775, 0P0001B8CJ, 嘉实新添泽定期开放混合, 保守混合型基金（封闭式）,0,0,0.93
184801, 0P000169TC, 鹏华前海万科REITs混合, 其它（封闭式）,0,0,1.12
4024, 0P00019DXP, 华泰保兴尊诚一年定期开放债券, 普通债券型基金（封闭式）,0,0,0.17
2323, 0P00017P96, 银华稳利灵活配置混合C, 灵活配置型基金,0,0,3.21
1228, 0P00015UUO, 国联安鑫享灵活配置混合A, 灵活配置型基金,0,0,3.61
4046, 0P00019MQ1, 华夏新锦顺灵活配置混合A, 灵活配置型基金,0,0,1.09
5167, 0P0001CG55, 嘉实润泽量化一年定期开放混合, 保守混合型基金（封闭式）,0,0,1.91
5317, 0P0001C6E4, 万家瑞舜灵活配置混合A, 灵活配置型基金,0,0,4.94
3800, 0P0001997R, 华安新泰利灵活配置混合C, 灵活配置型基金,0,0,2.88
4047, 0P00019MQ2, 华夏新锦顺灵活配置混合C, 灵活配置型基金,0,0,1.07
512800, 0P0001AJI7, 华宝中证银行ETF, 行业股票 - 金融地产,0,0,12.26
159940, 0P00015DKF, 广发中证全指金融地产ETF, 行业股票 - 金融地产,0,0,1.33
179, 0P0000Z2MS, 广发美国房地产指数QDII-人民币, 行业股票,0,0,3.01
161014, 0P0001CC75, 富国汇利回报两年定期开放债券, 普通债券型基金（封闭式）,0,0,-0.16
2155, 0P0001B67F, 国金鑫瑞灵活配置混合, 灵活配置型基金,0,0,1.81
4158, 0P00019T3Y, 信诚至诚灵活配置混合B, 灵活配置型基金,0,0,2.93
2826, 0P000185MK, 中银永利半年定期开放债券, 普通债券型基金（封闭式）,0,0,-1.08
160129, 0P0000VU0E, 南方金利定期开放债券 - C, 纯债基金（封闭式）,0,0,0.49
4196, 0P0001A4HZ, 泓德裕鑫纯债一年定期开放债券A, 普通债券型基金（封闭式）,0,0,0.4
1304, 0P00015ZIR, 建信鑫安回报灵活配置混合, 灵活配置型基金,0,0,2.81
2667, 0P0001818L, 前海开源沪港深创新成长灵活配置混合C, 沪港深积极配置型,0,0,0.66
510650, 0P0000Y2Z9, 华夏金融ETF, 行业股票 - 金融地产,0,0,4.48
2740, 0P0001A0CL, 泓德裕泽纯债一年定期开放债券A, 普通债券型基金（封闭式）,0,0,0.34
70031, 0P0000WDM0, 嘉实全球房地产(QDII), 行业股票,0,0,2.57
516, 0P0001BGWF, 富国祥利一年期定期开放债券A, 纯债基金（封闭式）,0,0,0.31
1994, 0P0001751I, 华安年年红定期开放债券C, 普通债券型基金（封闭式）,0,0,0.19
1338, 0P0001617K, 安信稳健增值灵活配置混合C, 灵活配置型基金,0,0,0.26
277, 0P0000ZDIR, 博时双月薪定期支付债券, 纯债基金（封闭式）,0,0,0.2
3485, 0P00018W2K, 金鹰鑫益灵活配置混合C, 灵活配置型基金,0,0,1.47
4859, 0P0001BGHQ, 泰康年年红纯债一年定期开放债券, 普通债券型基金（封闭式）,0,0,0.71
1979, 0P000171VE, 南方沪港深价值主题灵活配置混合, 沪港深积极配置型,0,0,6.79
2483, 0P00017YK0, 富国泰利定期开放债券, 普通债券型基金（封闭式）,0,0,0.34
1710, 0P0001981G, 安信新趋势灵活配置混合A, 灵活配置型基金,0,0,0.38
3324, 0P00018SNN, 东方永兴18个月定期开放债券A, 纯债基金（封闭式）,0,0,2.89
2409, 0P00017CYK, 华夏新活力灵活配置混合A, 灵活配置型基金,0,0,0.83
667, 0P000134ZJ, 工银绝对收益策略混合A, 市场中性策略,0,0,-0.45
4284, 0P00019RFM, 华宝新优选一年定期开放灵活配置混合, 灵活配置型基金（封闭式）,0,0,0.85
1594, 0P00016BJH, 天弘中证银行ETF联接A, 行业股票 - 金融地产,0,0,11.91
968013, 0P0001BFNI, 施罗德亚洲高息股债基金M, 其他股债混合,0,0,6.48
1524, 0P00018MOO, 华泰柏瑞精选回报灵活配置混合, 灵活配置型基金,0,0,3.41
3762, 0P0001992X, 国开泰富开泰灵活配置混合A, 灵活配置型基金,0,0,0.29
100073, 0P0000XRXJ, 富国强回报定期开放债券C, 纯债基金（封闭式）,0,0,0.19
4197, 0P0001A4I0, 泓德裕鑫纯债一年定期开放债券C, 普通债券型基金（封闭式）,0,0,0.36
2136, 0P00018XNW, 广发鑫源灵活配置混合C, 灵活配置型基金,0,0,5.03
2603, 0P00017SKV, 工银瑞信瑞丰纯债半年定期开放债券, 纯债基金（封闭式）,0,0,0.07
166024, 0P0001BSWD, 中欧恒利三年定期开放混合, 沪港深积极配置型（封闭式）,0,0,1.9
3484, 0P00018W2J, 金鹰鑫益灵活配置混合A, 灵活配置型基金,0,0,1.48
4504, 0P0001C605, 鹏华永泽18个月定期开放债券, 普通债券型基金（封闭式）,0,0,0.48
1518, 0P000168WN, 万家瑞兴灵活配置混合, 灵活配置型基金,0,0,0.39
2410, 0P00017CYL, 华夏新活力灵活配置混合C, 灵活配置型基金,0,0,0.85
415, 0P00013T98, 大摩纯债稳定添利18个月定期开放债券A, 纯债基金（封闭式）,0,0,0.44
1711, 0P0001981H, 安信新趋势灵活配置混合C, 灵活配置型基金,0,0,0.28
164702, 0P0000WBR3, 汇添富季季红定期开放债券, 普通债券型基金（封闭式）,0,0,-1.59
2741, 0P0001A0CM, 泓德裕泽纯债一年定期开放债券C, 普通债券型基金（封闭式）,0,0,0.3
517, 0P0001BGWG, 富国祥利一年期定期开放债券C, 纯债基金（封闭式）,0,0,0.27
3662, 0P00018Y7W, 鹏华永盛一年定期开放债券, 普通债券型基金（封闭式）,0,0,0.15
3332, 0P00019145, 南方荣发定期开放混合, 保守混合型基金（封闭式）,0,0,1.2
1595, 0P00016BJI, 天弘中证银行ETF联接C, 行业股票 - 金融地产,0,0,11.88
2476, 0P00017K4V, 博时安瑞18个月定期开放债券A, 纯债基金（封闭式）,0,0,-0.09
2218, 0P000173J8, 南方弘利定期开放债券A, 普通债券型基金（封闭式）,0,0,0.14
539001, 0P0000PO6K, 建信全球机遇混合QDII, 环球股债混合,0,0,3.72
183001, F0000004A1, 银华全球核心优选(QDII-FOF), 环球股票,0,0,5
2024, 0P00019RV9, 红塔红土稳健回报灵活配置混合C, 灵活配置型基金,0,0,3.78
4044, 0P0001BRRK, 金鹰转型动力灵活配置混合, 灵活配置型基金,0,0,-2.01
538, 0P000123FG, 诺安优势行业灵活配置混合A, 灵活配置型基金,0,0,4.64
161116, 0P0000SLRM, 易方达黄金主题-人民币A, 商品 - 其它,0,0,-4.52
4503, 0P0001A1AW, 鹏华永泰18个月定期开放债券, 普通债券型基金（封闭式）,0,0,0.19
3300, 0P00019H7H, 华夏圆和灵活配置混合, 灵活配置型基金,0,0,0.75
512640, 0P000133JQ, 嘉实中证金融地产ETF, 行业股票 - 金融地产,0,0,1.49
1185, 0P00015QIU, 安信动态策略灵活配置混合A, 灵活配置型基金,0,0,-0.15
5018, 0P0001BSWJ, 国金民丰回报6个月定期开放混合, 保守混合型基金（封闭式）,0,0,3
1546, 0P0001BV9X, 博时裕盈纯债3个月定期开放债券发起, 纯债基金（封闭式）,0,0,0.33
